text,attributeScores.INSULT.summaryScore.value
marcelotas twitterbrasil isso só vai até  e depois não será mais necessário pq não haverá mais a quem perseguir só as ruas  nos salvarão vacina permitirá q possamos ir pras ruas tá explicado pq não as temos isso é básico para militares,0.23027188
só essa vacina chegar eu vou endireitar o vinicius levar ele pra sair comigo,0.23025659
morto não compra morto não paga plano de saúde morto não faz turismo morto não faz evento morto não paga impostos então todos setores cobre a solução já existe vacina nvacinaparatodosja,0.22953697
dcmonline ele não é o único da categoria conheço alguns como ele que no dia que o brasil bateu o recorde de mortes por covid gritou mito na varanda gourmet,0.2294777
bernardo fico me perguntando em relação às vacinas porque que os nossos amados políticos e ministros do stf e a maior parte elitista do planeta ainda não tomou as vacinas por quê seria a agenda da onu  sendo colocada em prática,0.22941445
nattlimaa jukogin a preocupação eh covid nao dinheiro prima,0.2293269
direitonoponto será que certas vacinas vão gerar  mais contaminação  mutação do vírus,0.22930531
anderlezinho lxrxvitvrix thatsisacanton mas amor tem tanto medico falando que nem vacina vai tomar pq altera dnannao me impressiona mais,0.22913520000000004
senoriovisto faça uma cpi da covid que investiga os governadores n  esses precisem urgentemente ser investigados,0.22904497
cansada de viver na linhanseria que tô resfriada gripada é rinite sinusite será que é covidnnnão calma tá tudo bemnnmas e se for covid,0.2290102
querendo silenciar a palavra covid e afins do meu tt até eu e minha família melhorar  não tem condições de ficar vendo tanta tragédia,0.22900829
flaviodino costarui cadê o dinheiro doado pelo gov federal p combater o covid  senadorkajuru  ferreirarol    conservii  jovempanssa  cabogilberto  depmarrecafilho  jornaldarecord  jornaldacidadeo  redetv,0.2288743
olhar digital cientistas afirmam que certos tipos sanguíneos têm maior chance de contrair  googlenews,0.22886226
to mudado deixei de sair por causa do covid kekié hein seu schayder,0.2287321
vida✨ sem covid ✨como eu te quero,0.22856657
lucianaacbarros glauciamarotta sim minha filha esta com covid no primeiro dia de sintoma dei ivermectina azitromicina vit c d zinco  e antialérgico como ela está muito bem obrigado,0.22828828
gente o colapso é real as pessoas com outras doenças estão também precisando de utis e não tem nnnão tem nna vacina tem que vir seja de onde for para todos o dinheiro é do povo e quem escolhe é o povo precisamos ter voz,0.22825329
medolabella tem caso de um rapaz órfão que viva com a avó e comprou um carro com parte da pensão dela dizia que ia trabalhar com transporte por aplicativo mas vivia em aglomerações perdeu a avó para a covid ficou sem condição de pagar o aluguel e o carro hoje mora de favor num galpão,0.22816919
onde que toma vacina contra febre amar ela,0.22777775
facebook  violou regras do facebook para covid ao menos  vezes em  mas não foi punido    equilíbrio e saúde  folha,0.22772136
damadeferroofic trabalho é vida prefeito  só lembre que hoje vida é vacina,0.22769135
eduardoleite só tinha paciente com covid  jovem não sofre mais acidente,0.22751494
covid morreu né,0.22747403
ribabr  era outro coronavírus,0.22733125
“em  venceremos a pandemiajá temos várias vacinas” o corona vírus  “quê”,0.22725366
mais uma lenda pro time dos vacinados susana vieira também recebeu a primeira dose da vacina contra  nesta quinta  ela compartilhou um vídeo do momento especial quando recebeu seu aguardado imunizante e fez um lindo ag   eususanavieira,0.22703996
jatoatoa  que garantias a vacina tempara o bem ou para o mal,0.22702333
a morte de uma mãe de uma colega de sala por covid ontem me deixou bem abalado não faz um mês que perdi minha avó e ainda tenho que ver gente fazendo pouco caso da doença da pandemia,0.22701588
jairbolsonaro essencial é vacina,0.22693332
festival exige vacinação e ícone negacionista do britpop cancela show gt,0.22689527
prefeitura daqui fez uma propaganda com o áudio de um cara novo que não conseguiu sair da uti por causa do covid nnpesado e necessário,0.22679417
vc sabia bolsonaro é contra isolamento máscara e vacina mas oferece o que contra a  n,0.22675365
tomphillipsin  depois de receber o noticia do falecimento do ex prefeito  de nova iguaçurj nelson bornier presto meus sentimentos de condolências aos familiares e criticas ao genocida jairbolsonaro  leianquem apoia bolsonaro cita joão  mas vive joão,0.22654723
jairbolsonaro deixa de dizer o óbvio e compra vacina  se não quiser comprar deixa os estados comprar,0.22642909
covid tua hora vai chegar parceiro,0.22626242
jairbolsonaro e as vacinas você dizia que o interesse era das fabricantes não foi atrás e agora quem sofre é o povo parabéns presidente colocou  acima do brasileiro espero que perca,0.2261663
os prefeitos tentam fechar os comércios no fim de ano os comerciantes protestam comércio aberto festas explode o número de casos e mortes por covid os governos têm q enrijecer as medidas de isolamento o comerciante diz que a turma do fica em casa não deixa ele trabalhar,0.22598681
cnnbrasil vacina no rado do povo pra acalmar custe o que custar é o que dizem,0.22584595
duduguimaraes alanlopesrio tem vacina,0.2257091
carolmelooo amém q sábado q vem n vai mais existir covid,0.22569896
belemtransito o que não ficou claro com as imagens foi o tipo de atendimento li em outro grupo que a fila era pra testagem pra  pra um jornalista ficou devendo atendimento é vago demais,0.22569284
covid matou  mil profissionais de saúde em  diz amnistia internacional,0.22562365
oantagonista vacina também não cura evitanvacinar uma pessoa com  não irá curala do coronavírusnivermectina não cura nunca foi dito issona pergunta é ivermectina evita,0.22508389
eukaarinee só fecham o que eles querem nine parece que covid só transmite em lojas de roupas,0.22501068
não é possível covid mais um ano sem festa junina eu não aguento mais,0.22499691
pretozeze já passei muito pela estação da luz ali representa bem o desespero para nunca faltar o básico para a sobrevivência enquanto governos brincam com o destino do povo e não soltam o auxilio muitos vão morrer de covid antes de conseguir colocar comida na mesa da família,0.22499567
eu ia mudar p presencial mas por conta do covid não ia adiantar eu só ia pagar mais caro,0.22497985
um dos meus maiores medos dps da covid e suas consequências é ciro e o pt não se resolverem pra,0.22497524
brazil  galera do primeiro mundo estádios lotados muita vibe rolando sol párias e nos aki no brazil esquentando farinata no fogo de lenha esperando a vacina ‍♂️,0.22497238
fvzmani joshlvbot nossa na vacina  eu não gosto mto q encoste no meu umbigo nem eu toco mkkkkk,0.22496773
o covid destruindo a vida de muitas famílias,0.22496635
elza soares tomando vacina no mesmo dia que caetano veloso meu coração fica quentinho,0.22496541
niveles de  nresponsabilidad nclubgalera,0.22496322
niveles de  nresponsabilidad nclubgalera,0.22496322
jairbolsonaro itamaratygovbr minsaude mdregionalbr exercitooficial defesagovbr cadê a vacina presidente a gente quer trabalharmas queremos viver tbm,0.22495683
senoriovisto vocês não querem resolver o problema da covid o único interesse é atacar o presidente bolsonaro,0.22495538
camilabomfim globonews o  fica muito mais leve com a camilabomfim nno heraldo é excelente para programas de entrevista mas como âncora deixa o jornal confuso todos dando boa noite ao mesmo tempo ele falando dos curados da covid minimizando a pandemia desistia de assistir,0.22494687
fico apavorada com a irresponsabilidade das pessoas sabem que estão com covid e ficam saindo de casa como se nada estivesse acontecendo ‍♀️,0.22494562
aqui chorando com a história daquela mulher que morreu dps do parto por conta do covid fico vendo as fotos e vídeos dela tão feliz com a gravidez e eu fico me perguntando como pq,0.22494470000000005
não substimem o covid ele destrói vidas e,0.22494341
revloncer rosearcticx vc tb usou o termo desinformação o átila defende esses caras aqui,0.22493935
jairbolsonaro atividade essencial é você fazer algo que preste como comprar vacinas,0.2249353
o povo achando que tá imune ao covid por já ter pego kkkkkkkkkkkkkkkkkkkkk aglomera aí confia,0.22493051
papa francisco visita iraque em meio à pandemia de covid,0.2249285
llarieta amiga o covid já saiu de mim a gente já pode se ver,0.22492470000000006
httpsnic covid seu tobá,0.22492354
andrezadelgado  tatinefertari será que não se materializaram porque foi o último país a se movimentar pra compra das vacinas será que não foi porque tentou até quando deu não reconhecer a coronavac criando uma briga política pela vacina,0.22491181
subtenenteedgar mesmo se a pessoa morresse de covid o vírus só chegaria a um estágio legal vários dias após a infecção um dos motivos dele ter se espalhado tanto mesmo q a vacina fosse contaminada como vc sugere os sintomas não apareceriam tão cedo,0.22490957
filipecampante pregadores do caos vamos fazer essa conta no país todo qual a população do brasil quantos óbitos por coronavírus nas pessoas menores de  anosqual a porcentagem qual a porcentagem de internação dos menores de  anosparem de disseminar pânico cuidado sim mas sem pânico,0.22490771
é faculdade é curso é procurando emprego é organizando projetos é pensando em edição é criando roupa é crise de ansiedade é medo do covid é ficar de cama é dor nas costas é tudo taloco vou ficar doido assim,0.22490652
comitê da ufpel alerta para possível descontrole da covidnnnota visa alertar a população de pelotas sobre a necessidade de quarentena ou isolamento durante este período de pandemianacesse  divulgação  dp jdpgeral,0.2249043
bastidoresdatv a globo bateu o martelo depois de amor de mãe vai reprisar império devido a alta do surto de  a globo resolveu diminuir as gravações das produções,0.22490124
biulec não diz isso que eu já tenho perda auditiva e to com covid,0.22489418
ô twitterbrasil nossa conta foi marcada em fake news sobre a  mais uma vez com a pandemia cada dia mais assustadora é absolutamente necessário que as plataformas se comprometam a alertar sobre as informações falsas circulando por aí,0.22488946
claudynhasantos elizialeite claudynha a reação dessa vacina deve ser muito forte os idosos não estão aguentando,0.22488722
cardosogabixx jacurujm brumarquezine sem a conscientização das pessoas da importância de fica em casa  a vacina até ajuda mas n é a cura,0.22487912
oantagonista jairbolsonaro por que o bolsonaro ainda não foi preso além de fazer frequentemente ofensas a população brasileira o presidente é responsável pelas milhares de vidas perdidas para,0.22487679
teve uma época que o governo montava campanhas de vacinas nas escolas durante as aulas e nas empresas durante expediente para garantir a proteção da população mas não nesse governo,0.22487628
ifvcarla linecoments vaidesmaiar ela falava que era anti vacina e que gostava dele em uma conversa com a lidi,0.22487186
prefeito de feijó kiefer cavalcante testa positivo para a,0.22486714
